Ce,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Target
29.37363613,0.71553912,2.291876215,0.734037212,17.23685528,7.887082923,116.307008,48.60814589,266.1483248,61.73850502,648.3943571,120.5773411,1
20.6,1.101,2.49,0.782,17,6.73,91.5,38.9,204,46.1,469,102.6,1
9.49,6.31,10.17,0.965,48.54,16.58,189.81,70.27,299.79,59.12,519.55,98.5,1
1.52,1.35,4.35,0.072,31.3,12.62089693,184.1,75.59,356.4,74.52815096,692.3,139.7,0
20,25,24,3.5,58,18,191,69,286,69,597,100,0
13,1.87,3.66,0.93,16.8,6.21,67.5,24.5,113.9,26.5,264,48.6,1
10.1,1.4,3.09,0.67,18.4,7.21,95.6,39.1,195,44.8,448,92,1
27.51054469,0.859993737,2.580316102,0.307902302,14.74706121,5.066895616,63.17816001,23.21504259,105.3651334,22.86892673,234.6906278,40.34205505,0
18.6,1.12,2.9,0.38,21,7.9,116,51,265,61,662,136,0
12.9028452,0.504999424,1.673408969,0.204454651,13.45353572,5.773089647,75.17340521,33.34262372,152.7512566,38.24821094,349.506009,70.10838577,0
14.27968305,1.531378055,5.35073538,0.07186199,46.85023629,21.47035574,306.4294608,128.4862279,620.0796203,133.4289488,1230.578551,249.7278389,0
8.6,2.2,4,0.3,20.7,8.8,120.4,48.6,248.2,60.1,611,122.1,0
11.1,1.26,3,1.29,15.9,4.73,52.8,17.4,74.11825742,16.44693688,149,28,1
36.04,0.9,2.08,0.91,11.54,3.89,49.03,18.06,100.8,21.63,225.24,48.55,1
16.72224978,11.71245379,14.9208715,2.450623958,61.18403649,18.9104648,199.1930231,69.58132959,293.4232605,59.76930577,545.3256459,110.0927957,0
20.75192932,8.024205605,13.12734456,5.59586091,55.94413528,15.70619471,170.7047183,53.36145838,229.2920961,43.80701719,407.4430562,70.34492421,1
18.65,1.176,2.77,0.369,12.21,4.32,49.13,16.97,71.94,16.7,185.36,36.163,0
2.05,1.69,3.72,0.36,18.5,6.38,77,29.2,129,26.7,257,48.6,1
5,0.9,2.89,0.494,17.26,5.9,75.8,27.45,129.2,28.92,267.6,46.72,1
39,1.04,3.15,1.24,16.4,5.33,64.1,23.8,119.1,29.4,325,66.5,1
22.9034566,3.198881104,8.728950536,1.153438308,68.99418831,29.20252882,344.0619929,158.8195399,672.7771657,180.6490687,1345.243657,368.0763281,0
16.1,3.89,5.76,0.68,27.2,9.72,116,42.2,179,42.2,478,86.7,1
5.3,1.74,6.16,0.84,48.9,21.4,317,130,661,137.4,1239,248,0
0.72,1.42,5.98,0.106,43.5,15.77,174.4,53.1,214,40.5,330,59.1,0
11.19,1.26,2.92,1.15,24,9,135,52,261,58,661,106,0
0.84,0.4,1.66,0.196,16.7,8.62,112,39.8,165,38,389,60.9,0
92.55,1.91,4.49,1.09,26.91,11.14,159.53,68.71,395.14,97.35,1111.79,224.72,1
0.423,0.74,4.04,0.007,32.8,13.56,151.3,45.3,179.6,33.3,262.9,48.2,0
1.937697701,0.677821216,5.240222331,0.483507324,54.33315845,24.81022694,336.2930278,117.9925375,589.6341013,121.7643344,1296.331012,211.9018025,0
13,5.92,8.19,3.29,30.1,8.38,79.9,26.4,108,22.4,216,45,0
40,0.61,1.7,0.69,11.2,4.45,56.8,23.6,123.6,31.4,353,83.7,1
8.99,3.99,6.98,1.44,32.51,9.74,105,35.51,153.2,30.29,264.8,50.13,0
19.14026701,3.217099619,6.099459239,1.998044391,50.93191583,17.84357932,203.8124445,82.22196033,367.0796931,82.11140463,682.0341665,126.3293796,1
1.11,0.88,3.48,0.08,29.8,12.7,165,65.8,303,65.5,597,105,0
8,0.7,1.56,0.23,8.2,2.96,34.2,12.5,58.2,12.9,123,21.9,1
8.58,8.8,10.8,1.45,69.3,22.3,240,96.5,447,102,1036,206,1
1.12,0.35,1.55,0.164,16.6,9.32,122,43,168,36.9,360,53.6,0
17.99126964,2.458318351,6.200418427,2.156295938,52.83666375,18.017118,205.9470821,78.52806295,347.9349765,74.36812835,610.3865438,110.1107658,1
0.835,1.49,9.12,0.07,70.94,30.82,324.27,86.68,271.47,43.63,322.69,41.37,0
2.094627641,0.291587905,1.206033299,0.060571442,11.46836471,4.870094625,76.87556339,30.92959183,161.6224283,35.37969395,410.1572384,68.82524309,0
4.79,11.1,15.6,0.77,59.12,16.34,180,55.65,222,43.72,390,60.49,0
78.4262056,1.299885568,4.4208599,0.615865174,24.54281169,9.295092848,116.0769574,46.02266129,216.3182034,47.08769443,442.0439452,91.56912357,1
7.89,0.18,1.62,0.05,15.96,7.34,108.76,44.87,217.03,50.02,495.95,91.76,1
24.71,2.5,3.85,0.383,20.5,6.87,89,33.8,157,33.8,286,56.9,1
13.72,0.85,2.23,0.33,14.08,5.85,79.6,32.55,159.97,35.54,356.27,73.88,1
9,0.64,1.23,0.18,7.3,3.07,33.5,12.1,57.2,12.8,128,22.6,1
22,1.33,2.58,0.66,12.4,4.37,50.1,18.9,90,21.9,219,42,1
220.6001652,5.215764439,12.89202279,5.930552055,75.4868113,26.08007545,299.1342938,135.7874516,608.5504639,171.2731622,1433.731982,405.1354185,1
1.215,0.94,2.53,0.044,18.31,7.923618723,110.4,46.39,222.1,46.8146977,454.3,94.6,0
6.45,1.52,3.17,0.536,19.1,6.82,86.7,34.2,148,34.8,345,55.4,1
2.504,1.25,2.78,0.094,15.64,6.032096626,74.1,28.91,129.6,27.31828227,256.7,53.18,0
1.8,2.22,7.5,0.147,50.7,21.3,257,91.1,419,88.3,764,133.1,0
5.822993502,0.783962029,2.099106106,0.175239768,14.89115383,5.678269,74.14695412,29.53369433,146.0446987,33.09793591,304.5495457,60.99090494,0
5.91,1.41,4.25,0.47,24.15,8.63,105.5,40.44,182.8,38.39,371.5,61.55,1
1.891961225,2.438729076,6.090101175,0.137468124,40.36786291,14.64410205,182.2386698,68.36045563,321.8774864,64.66172119,566.3370784,105.7826494,0
50.58202426,1.677066049,4.657765977,1.301553986,60.44093022,22.07701939,293.9233434,106.2172718,536.007752,118.3380272,1043.061357,193.9032214,1
4.99,1.61,3.6,0.44,27.46,12.36,166.17,66.58,316.83,70.72,699.3,132.42,1
20.54,10.48,15.54,1.02,75.96,22.31,240,83.75,342,64.42,544,106,1
29.29701991,1.106378524,5.067229295,1.211569047,44.05386194,20.90148248,312.3133072,123.6970495,678.348267,128.4694259,1239.584964,210.316197,1
2.111,3.56,8.09,0.633,37.88,12.77,141.6,46.05,183.39,38.22,362.99,54.12,0
80.18359239,9.406635594,13.98305652,3.363321917,53.33971007,15.38472142,161.4861999,54.20491691,212.4019782,41.39170023,371.6364543,69.44293979,1
0.88,2.05,7.67,0.126,44.1,15.27,174.4,56,235,44.7,366,64.8,0
29.2,1.1,2.3,0.6,13,4.6,72.2,28.9,163,39,379,95.9,1
5.1,0.23,1.13,1,9,3.9,46.9,17.9,77.1,20.2,249,53.3,1
235.2805466,5.56132164,14.82597394,6.863740351,78.66420415,29.86280783,334.8967083,148.5263707,643.7113976,176.6609221,1450.398872,408.1837382,1
10.4,1.05,1.73,0.62,10.68,3.47,40.13,14.96,65.2,13.52,126.55,26.58,1
9.752648301,1.563006077,4.450333356,0.814103849,28.62239283,10.37252215,137.119576,47.14042372,208.9104397,46.41918345,456.704678,76.54351797,0
16.04,0.795,1.66,0.604,10.5,4.01,55.2,24.58,132.8,30.99,332,75.7,1
30.11763543,0.488506202,1.639234757,0.564397301,15.4688438,6.638831295,100.803498,42.82114133,235.5838993,55.34259077,576.3358551,108.450365,1
26.8,1.9,2.4,0.5,15.7,6.8,85.7,36.8,186,45,439,102.6,1
11.8,0.79,1.92,0.35,11.9,4.01,49.1,19,87.4,18.7,197,37.1,1
1.226,2.21,6.94,0.14,53.3,24.06,279.86,84.32,289.27,51.27,413.01,53.9,0
17.7,1.38,3.45,2.23,21.6,8.2,105.6,40,181.6,47.8,561,115.4,1
4.808884068,5.256480623,8.134917735,0.685164621,47.30918576,27.66453141,420.6071481,157.940106,765.1131348,185.6158563,1880,335.5708907,0
20.64,1.92,4.67,0.662,33.9,14.52,210.1,83.8,419.6,94.6,865,157.5,1
17.84761397,0.637758512,2.247987642,0.892175698,12.80936501,4.510446474,62.71016052,23.63915237,122.3326721,27.03098213,276.3400522,52.04756218,1
25.85,5.02,9.48,2.58,42.61,11.08,103.97,31.59,122.25,23.27,202.22,37.14,0
16.57,0.92,2.01,0.43,13.48,5.26,70.86,30.67,154.7,35.51,355.3,78.4,1
23.69,6.79,12.93,0.32,12.05,4.57,61.62,26.53,131.06,29.55,298.05,63.08,1
27.84679442,1.60261078,3.490908273,0.688604677,18.97741362,7.133157197,84.80992805,35.00422413,159.9625325,38.45240664,362.2551134,73.96838843,0
17.6,0.411,1.14,0.51,7.17,2.87,39,17.5,100.6,25.8,296,67.7,1
10.91433517,2.002085418,5.55976012,0.471443176,37.97479719,13.76354258,158.1573305,63.33228976,243.8961944,54.56433564,446.4815664,84.10035638,0
12.5,1.45,3.25,0.98,17.7,5.99,81.4,31.6,138.3218105,32.38233211,374,68,1
10.34471551,1.812281082,5.558005349,0.112673617,36.43599835,13.67573458,175.3433592,69.65661575,313.9114482,66.28014794,599.9520089,118.2737353,0
17.38,0.9,2.01,0.62,11.03,3.79,48.26,20.51,106.6,25.92,275.5,65.87,1
32.82820145,4.534704443,7.546037208,1.207612533,29.33030861,8.192242682,88.12393479,30.69184683,132.4778428,26.60190984,266.2216101,46.32380791,0
6.52,3.39,5.8,0.64,58.5,25.8,294,102,425,92.4,915,133,1
9.31,10,18.5,1.65,81.3,26.7,305,105,433,90,826,138,1
21.8,0.79,1.4,0.48,9.4,2.58,29.9,11.6,60.4,14.2,146.3,35.7,1
17.5002227,3.79224587,11.28932517,0.443422214,73.4523324,27.75480658,358.0932503,146.4715175,670.3437852,154.0194095,1489.313249,266.5794568,0
6.11,1.14,4.44,0.36,34.4,12.91,180,72.7,362,75.1,668,135.3,0
2.04,1.43,1.74,0.11,10.3,4.51,59.7,20.1,86,17.2,165,25,0
14.7,2.07,5.71,0.187,59.9,10.9,148,46.7,236,55.9,597,131,0
19.51586946,3.291981775,4.015722806,0.791320314,19.64106099,6.349383423,79.4163571,31.80169817,145.2640069,31.73931637,293.8600709,59.99356525,1
72.8403517,1.028089385,3.409151661,0.765413806,21.13516923,7.846987902,108.8350255,42.48471005,223.2464597,48.24531087,535.7687521,95.14561637,1
14.57772672,1.477473904,4.544106011,0.71436878,31.8564885,12.71027254,182.6511386,70.55993675,366.3426216,76.24695974,738.8384921,136.2170491,1
12.53,2.59,6.73,1.98,37,13,182,66,325,67,770,123,0
10.77,1.72,3.64,0.64,23.06,8.09,103.72,40.72,187.19,40.51,371.74,76.66,1
10.76,1.14,3.59,0.97,25,10,143,56,291,63,713,117,0
2.51,1.4,4.17,0.16,29.5,10.68,130.12,44.71,183.45,37.72,344.6,59.7,0
6.69,10.8,13.1,1.21,62.1,21.9,280,107,502,118,1234,227,1
13,2.74,3.14,0.34,10.2,3.23,43.1,15.3,68.5,16,192,28.7,1
5.86,0.84,1.69,0.31,8.8,3.21,40.1,16.3,79.6,18.7,200,42,1
2.96,3.62,9.33,0.223,54.9,20,258,102.7,495,100.7,900,178,0
43,1.01,1.96,0.79,13.7,5.36,66.2,26.6,136,34.9,385,83.3,1
26.1,0.6,0.87,0.66,7.73,2.22,27.1,11.57,69.2,17.3,200,55.1,1
1.379,1.33,3.93,0.082,24.47,9.84,131.35,49.8,217.95,51.27,545.71,102.834,0
14.6,0.6,2.5,0.43,16,6.1,91,37,194,40,477,83,0
4.188380675,2.333070526,5.97999174,0.14348792,37.55433633,13.18704238,157.9780571,59.28219783,258.7561852,52.35969354,460.6070877,90.9070774,0
24.1,1.8,2.6,0.6,18.1,5.7,70.4,27.5,142,30,302,63.1,1
13.91738234,1.309083299,2.270630637,0.386981731,12.14697733,4.312012133,54.5243989,22.33526553,107.1520466,23.63268179,224.2538999,46.48468232,1
14.99,1.57,2.96,0.87,14.44,5.28,68.24,28.72,146.4,33.85,337.1,77.06,1
113,8.45,11.2,2.91,50.7,15.3,169,59.4,258,54.4,497,93.3,1
0.611,2.02,7.98,0.125,51.7,19.64,223.3,71,302,55.8,475,82.5,0
10.8,10.6,16.7,2,54.8,27.4,299,98.3,548,97.5,928,220,1
24.33,1.73,1.62,0.696,6.33,2.47,30.91,13.22,69.99,18.37,217.27,46.05,1
20.1,1.08,2.62,0.53,17.6,5.91,73,28,129,28.5,269,51.1,0
50.64,1.59,2.78,0.876,14.98,5.83,74.68,32.3,168.32,42.63,487.4,104.59,1
13.54,1.84,2.79,0.754,13.58,5.04,65.47,25.48,118.3,30.04,329.97,72.52,1
11.97502424,0.785036571,2.465138587,0.317661617,15.7468099,5.613381104,74.88729032,28.79970545,143.8885859,29.17376551,283.2454692,50.81566835,0
3.4,2.73,4.74,0.881,24.67,7.88,104.4,38.55,182.7,40.12,368.1,66.02,1
12.28,0.66,1.96,0.5,11.11,4.1,51.67,21.2,101.6,22.16,213.9,47.29,1
1.94,3.32,10.7,0.37,57.4,18.8,219,77.3,315,66,593,93.2,0
1.16,0.76,1.21,0.26,3.78,0.71,7.37,2.18,8.64,2.07,17,3.39,0
14.49,1.01,3.22,1.42,22.91,8.91,122.41,52.54,266.19,63.46,677.03,144.91,1
61.76580903,10.3762167,12.99084468,2.473943168,47.88566906,13.81661473,146.3113231,49.7741131,218.1766977,42.68427847,428.1635542,73.36147382,0
25.8,1.7,2.8,0.5,18.9,8,94.2,44,203,50,439,103.2,1
55.62,3.6,3.34,1.309,15.56,5.37,66.1,25.87,126.8,29.64,320.92,63.53,1
10.97451845,2.245505069,8.356755579,0.170828724,63.9967845,25.61516377,329.9434293,131.1114485,577.9010872,114.6860764,983.316487,190.6963175,0
5.19,0.57,1.93,0.09,14.09,6.45,84.88,36.16,167.65,40.04,391.51,71.01,1
20.5,1.1,2,1.2,20.7,9,131.4,56.7,281,64.4,614.9,125,1
75.02079797,1.659894835,4.550693198,1.455456982,25.31448114,9.288346333,126.8455798,49.24112438,258.5876144,59.7618032,627.5240934,109.1529123,1
25.58063854,5.464359054,12.82149652,1.118308288,91.75366843,37.58360485,477.8133236,201.1019032,950.6138608,225.7389968,2160.86576,396.5117217,0
11.12,3.68,7.77,0.41,41.3,14.1,173.9,64.3,266.6,59.7,518.5,88.4,0
84.6232713,0.887105514,1.616665147,0.553976947,12.36038134,4.629130931,65.96857251,31.33740379,185.0607612,51.51749755,602.5040057,153.3141661,1
33,0.53,1.49,0.57,9.6,3.48,41.2,16.7,87,21.6,233,54.3,1
20.8,1.26,2.3,0.33,15.9,6.5,89,37,182,40,411,80,0
5.1,1.4,6.2,0.4,37.3,13,131.6,39.9,165.3,34.6,295.1,47,0
49.08,2.18,2.77,0.65,17.68,6.84,94.84,41.4,226.02,61.91,750.23,131.51,1
13.98,6.18,8.71,0.42,40.97,12.44,135,46.79,195,36.84,317,63.1,1
30.18,2.23,5.89,1.7,37.24,12.68,149.1,52.65,231.2,47.85,463.1,88.36,0
61.4,3.18,8.77,2.33,52.5,19.92,250,106.2,468,115,923,212.2,1
3.863114435,1.07627487,3.525838428,0.077373436,22.81155396,9.599067538,123.4690414,49.22661994,231.2225086,49.46368119,454.3709723,91.14859777,0
2.071763798,1.159673317,4.886722839,0.055741399,52.6596478,29.98228849,461.3561154,198.4180431,1038.802926,251.058853,2485.514238,501.3487666,0
13.02,2.2,5.27,1.37,34.67,12.89,167.99,68.66,316.29,66.98,631.88,128.07,1
20.36977729,1.245625223,1.703269303,0.535838859,10.67115692,3.838056499,52.03669975,21.63582337,119.185067,28.70277753,319.20259,66.62847072,1
12.48,0.68,9.98,0.34,13.07,5.21,69.36,28.4,149.77,34.52,341.53,73.51,1
32.03,0.85,0.93,0.46,5.06,1.82,23.5,10.03,55.82,16.11,220.32,45.13,1
13.60947439,5.104212074,8.836581277,0.555957501,50.97775831,19.90326791,250.1087948,95.9594779,427.5839515,88.36720039,804.7546962,161.8136056,0
1.049,1.35,4.56,0.088,39.05,17.71,227.75,83.96,359.99,74.14,664.73,96.91,0
6.435418177,2.813709905,4.971965188,0.259023026,27.74087045,9.468868627,114.1893448,43.37183469,191.4959126,38.44836338,338.7840703,68.29178689,0
89.35584501,3.217161941,8.459844268,1.330345577,41.53745494,12.17453529,126.0336312,41.00950199,169.7027251,32.71921021,290.3300027,54.66486128,1
56.69,6.88,11.34,1.019,45.74,15.72,181.77,59.14,249.62,56.34,598.3,144.077,0
6.15,0.865,2,0.378,13.36,6.32,84.54,32.84,152.29,36.42,384.01,69.62,0
1.851349669,2.387090168,6.277801987,0.397200776,39.39681017,14.15469283,159.4882864,48.53579625,213.2071772,34.55366347,282.9020353,48.41704133,0
6.359393119,0.823912373,2.658444266,0.10596939,17.38268693,6.79359524,91.71496829,37.11928751,182.4953074,41.59951001,401.4858049,80.92051996,0
17.84,0.53,2,1.82,19.18,8.4,120.78,54.02,285.35,71.17,753.15,170.96,1
10.3,1.13,3.74,0.21,24.88,10.52,153.6,61.52,290.83,64.13,642.97,108.61,1
2.375150898,0.76438067,3.728753995,0.238569972,33.31146581,16.32003337,248.8792171,106.1037011,560.3772157,122.8516988,1108.586587,207.1304461,0
6.83,1.225,1.13,0.354,6.1,2.213,32.52,14.48,86.46,19.98,222.65,53.8,1
4.2,0.64,2.24,0.304,18.81758208,6.982097565,114.5,35.56322524,176.0037463,44.00477277,457,90.9,0
7.81,2.83,3.92,1.93,19,6.02,63.1,21.2,86.5,17.2,165,34.1,0
83,2.54,5.99,1.55,31.2,10.9,130,49.2,210,47,391,80.6,1
24.1,2.21,2.49,1.43,12.2,3.67,48.2,20.2,111.6867016,25.84926377,380,91,1
9.002640614,1.130648832,3.670505853,0.401221761,24.86586149,10.05024296,124.7969892,51.75699271,215.2475535,51.4568539,429.6838315,87.15011453,0
44.32917951,5.09322778,8.344456112,2.978082879,39.19727436,12.19422741,133.3756008,47.35589182,207.8523974,42.65945704,385.7604639,76.65334284,1
8.61,1.35,2.31,0.703,11.1,4.35,54.83,21.69,99.46,25.06,277.57,60.98866667,1
1.868,1.54,4.96,0.332,33.2,11.93,147.9,52.36,243.6,54,491,87,0
3.51,2.54,4.6,0.52,18.5,4.49,41.3,11,38.8,6.44,52.6,7.96,0
5.72,1.85,2.85,0.264,16.68,6.24,78.84,32.12,154.98,34.03,343.74,69.23,1
23.59677239,1.380328513,3.353915062,1.442836503,38.29214435,16.46042418,211.397172,93.78641591,453.8269841,103.4404192,872.2741384,166.824792,1
29.34,8.64,6.58,0.34,11.93,4.8,63.03,26.33,132.36,30.29,308.16,66.75,1
1.408,0.92,3.32,0.219,21.32,9.56,119.86,43.98,194.76,42.68,409.34,69.63,0
13.68479518,1.691489347,4.651348924,0.418962969,31.11051041,12.28527176,145.5688754,59.91207495,246.2502185,56.90287643,473.1971666,94.12903955,0
13.60947965,1.510143186,5.956744307,0.799814642,44.20305276,17.48696835,240.7653615,81.25916844,365.733872,80.89878473,792.2248271,125.5942916,0
13.45582305,0.877414277,1.740633255,0.265124781,14.2660226,4.158344538,44.90746199,16.50863406,70.34918519,14.51793628,113.6261541,20.47446765,1
12.34,2.33,4.86,1.05,22.56,6.59,76.56,28.05,119.12,24.48,230.88,46.09,1
61,9,11.8,2.4,36,8.1,69,21.7,81,15,134,26.9,1
7.73,4.4,8.99,0.37,43.3,13.3,155,55.4,235,49.3,432,76.6,1
31.12,2.61,6.64,0.044,55.1,20.96,281.5,115.4,566,117.1,1070,217.9,1
5.650907504,3.328698268,16.55647267,1.683559042,130.9612436,42.08755668,389.3553921,100.4155963,388.8104368,63.50659693,522.9091053,77.83635294,0
17.42990688,0.76026703,2.338869046,0.175655515,12.49943924,4.743591044,60.30633167,22.34020291,101.9084076,22.0418834,237.7846808,41.75277557,0
11.59,5.94,11.7,1.018,53.2,15.4,163,55.1,222,43.9,376,72.4,0
4.13,4.1,9.8,0.56,68.79,26.16,279.28,87.44,352.92,69.95,610.08,107.48,0
2.82,1.99,7.65,0.1,66.7,36.1,494,170,661,135,1161,148,0
3.7,0.488,1.97,0.204,19.52,8.83,138.6,57.79,299.1,69.55,627.2,116.1,0
2.35,0.82,2.39,0.228,23.4,12.1,170,68.7,318,77.2,825,126,0
19.75,2.67,3.57,0.41,14.3,5.19,67.85,28.52,139.51,31.93,315.53,66.7,1
1,1.4,3.88,0.248,28.5,11,130,52,230,48,469,91,0
26.01687858,4.250547456,7.035553647,0.71453507,36.64297816,11.31942104,146.0629636,49.93631976,229.1858576,43.83237311,467.2617706,70.36685292,0
3.64,1.05,2.3,0.103,16.4,7.04,98,38.8,197,40.9,363,72.5,0
2.741,2.33,5.26,0.994,26.9,8.56,105.8,37.55,167.6,35.8,311.3,53.17,1
6.277537712,7.023093249,13.27240808,0.835567568,77.74512341,25.64017012,294.2159939,108.4492783,444.4209847,86.17578736,717.4242801,137.9233957,0
7.44,9.01,12.7,0.8,48.2,15.4,179,60.5,257,53.3,491,87,1
1.02,1.02,3.62,0.136,28,9.9,113.9,38.9,167,30.9,264,49,0
0.57,0.61,2.27,0.06,20.4,9.66,141,59.3,279,65.7,645,109,0
44,0.92,1.8,0.63,11.2,3.89,46,18.3,94.9,23,256,56.3,1
0.604,0.87,4.2,0.082,32.5,12.61,144.4,46.4,201,37,310,54.5,0
116.0123982,3.988018536,12.13671345,2.689403926,70.70050252,26.47132644,316.0875294,111.3045654,460.9612743,107.2960967,1092.017753,182.1599193,1
7.03,1.25,2.71,1.22,15.2,5.11,54,19.5,83.1,17.3,171,35.7,0
113,4.33,7.03,0.86,28.8,11.2,141,62.3,328,88.5,862,215,1
1.38,1.53,5.02,0.14,35.1,13.4,178,69.3,313,67.2,610,109,0
14,0.21,0.4,0.24,3.1,1.16,14.6,6,32.8,8.5,99,24.3,1
78.50286489,1.976082102,3.780113569,1.464433114,24.77021826,8.409702182,108.2151437,40.79749011,194.2702558,39.80711453,419.4132203,74.13678497,1
8.403372843,1.129246241,3.877177991,0.004633728,39.46409469,18.00897273,259.8886375,110.2754746,538.6345945,117.3641594,1106.527794,228.8824056,0
2.155959997,0.488038362,2.282632039,0.068111104,15.94141529,6.51851675,83.5090681,33.19888856,158.102764,34.30499904,314.7986063,65.57962332,0
33.12379815,0.619683506,2.060026013,0.619387933,13.87375774,5.115511695,70.68680371,29.1629828,164.6993801,36.57419636,394.5739156,80.96403124,1
10,2.4,4.3,1,32.6,9.7,111.7,42.6,184,37,342,66.1,1
0.61,1.21,4.4,0.119,39.3,14.84,173.6,54.4,221,39.6,334,57.3,0
22,20,22,2,63,18,182,62,240,56,483,78,0
4.2,5.02,8.28,1.74,56.8,19.78,259.1,94.25,423.5,86.4,720,120.5,1
15.89133919,2.915118276,7.758967987,0.872706232,46.03864863,16.15654664,177.705433,67.10554369,261.8644117,58.12811751,451.3916833,89.50788714,0
11,0.38,1.32,0.26,6.8,2.62,29.1,11.3,52.7,12.4,122,23.4,1
0.88,1.04,1.83,0.25,3.84,0.98,6.96,2.27,8.43,2.39,20.1,3.31,0
0.402,1,4.29,0.111,35.2,12.47,127.3,34.3,128.6,23.45,173.2,29.1,0
6.36,2.87,6.78,0.54,33.4,19,225,74.2,316,59.7,690,107.1,1
10.89250213,1.202202899,3.232233997,0.959064097,31.98536287,11.94533276,129.4667648,53.85999931,231.0747277,49.07617323,392.7573344,70.29294867,1
37.56,0.9,1.87,0.719,9.86,3.49,43.82,18.56,95.11,24.96,305.58,70.52,1
3.76,0.8,2.54,0.352,22.24196598,8.240328604,127.5,41.86499841,206.9622439,51.69240876,553,109.2,0
4.91,2.78,4.5,0.958,27.83,11.39,141.79,55.2,253.67,54.3,525.94,101.49,1
5.58804216,3.287050127,6.422848289,0.24042167,38.15141235,15.08653143,191.2370583,74.53080583,345.8126103,75.84166381,709.6700848,139.1194504,0
9.29,0.94,0.85,0.2,4.23,1.71,22.5,9.9,52.9,13.3,157,34.7,1
7.78655013,1.742047496,4.964351673,0.14557359,33.47048831,13.18023836,168.2600287,66.17980635,297.3886975,62.21945977,557.7503462,109.4612623,0
7.73,7.78,19.2,1.67,85.1,26.9,312,115,510,114,1094,197,1
4.6,1.52,2.97,0.946,20.87,9.1,118.56,46.7,219.01,47.5,471.67,90.04,1
1.258,1.81,4.99,0.078,41.34,19.72,251.03,90.62,367.66,73.25,636.87,94.36,0
17.12573876,1.472067978,3.354746477,0.232721613,22.29034252,8.260840338,109.3860886,40.83861699,194.777436,40.78245619,387.8318795,63.86586776,0
11.38,8.19,5.96,0.73,29.34,8.32,73.6,24.91,108.04,25.41,250.36,45.9,0
3.39,1.69,2.87,0.068,18.4,6.76,87.5,31.5,144,30,291,46.3,0
0.7,0.3,1,0.1,7.5,2.7,30.9,11.2,52.7,12.2,113.7,20,0
3.386404502,2.323654923,8.990528523,1.383019917,66.27357462,22.38442849,214.3140256,54.42636177,211.4788613,33.16027528,269.9512503,43.42093423,0
18.8,1.77,5.17,3.12,23.4,8.6,102.6,39.1,173.1,42.9,534,107.7,1
13.23,4.5,6.41,0.34,41.98,14.29,170.32,63.23,277.08,53.75,475.1,93.45,1
33,0.58,1.24,0.6,8.4,3.44,43.7,19.7,110.6,30.9,387,85.7,1
11.8,2.85,5.95,1.69,29.8,9.51,119,44.1,187.5224827,42.53937029,454,83,1
1.19,0.89,1.19,0.24,3.86,0.77,6.69,1.82,6.78,1.89,15.1,2.57,0
3.14,2.47,5.31,1.06,23,5,53,15,62,12,132,21,0
15.16674396,4.595769432,7.164780917,1.225005201,35.9609183,11.87682111,137.1169799,51.7030789,228.4423501,46.41797132,426.0872842,84.9081005,1
17.06,1.69,1.48,0.63,9.4,3.75,50.3,21.3,110,27.4,292,67.4,1
17.97405408,1.00032461,2.170934625,0.289700494,10.24801481,3.390795228,40.15049202,15.19747186,66.27490556,14.10561692,129.4673743,26.43639124,0
4.19,0.6,2.5,0.265,23.14,11.09,181.1,75.37,398.2,93.71,868.6,159.5,0
4.7,1.96,9.17,1.15,97.8,55.6,704,220,805,154,1352,177,0
13.49,0.79,1.92,0.42,12.57,4.76,65.32,28.58,143.4,33.38,336.6,77.33,1
18.84,1.014,2.52,0.774,13.77,4.99,59.31,21.64,98.86,25.49,296.08,60.928,1
1.382129777,1.99162257,5.772658705,0.214214068,35.45083378,13.57574882,174.2983503,63.89893165,333.0754431,62.10566456,579.0548729,109.4131769,0
11,3.52,2.69,0.66,14.1,4.36,56.7,18.6,90.1,20.1,227,35.3,1
2.329399392,1.64502629,2.519989778,0.279634284,17.16151674,7.480597432,111.0186453,46.92326462,245.8801935,57.53190944,533.1669565,105.3625246,0
7.590448108,1.4732945,3.489699168,0.57915706,21.47666847,7.54944148,99.24056242,36.92672764,178.9265082,36.14777263,332.1340431,60.6258807,0
7.8,8.1,13.31,0.558,42.5,9.8,73.6,17.94,68.1,11.46,90.8,15.88,0
0.81,1.89,5.79,0.104,42.7,16.04,180.5,58.9,249,47.6,377,66.8,0
14.37,0.82,1.45,0.43,8.17,2.95,43.41,19.94,110.1,28.97,325.7,81.59,1
6.77,0.619,1.194,0.432,7.05,2.87,38.79,17.55,95.47,24.35,282.66,60.2,1
7.99,1.03,2.67,0.2,27.7,12.77,184.13,77.57,371.09,88.96,899.45,152.9,1
59.7,10.7,16.6,2.6,67.2,20.2,211,71.5,308,59.6,529.1,99.4,0
108.2161952,2.690210985,9.870299145,2.560825149,71.98763885,27.30633266,356.4154558,132.2764911,658.1862814,116.1635308,1007.215708,166.90706,1
6.53,1.76,4.32,0.19,25.9,9.2,120,47.6,207.1,48,432.7,74.9,0
1.02,1.33,4.31,0.06,33,13.3,181,73,324,72.2,684,110,0
1.747,1.98,4.43,0.179,22.03,8.021194781,93.8,35.69,158.5,32.83187683,299.2,61.92,0
