Ce,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Target
1.39,1.64,4.31,0.085,38.4,17.1,242,97.1,455,97.9,919,156,0
39.15,2.07,3.75,1.7,18.57,6.13,73.55,27.46,127.66,29.81,315.75,63.03,1
9,0.26,0.83,0.17,4.9,1.7,21.1,7.6,37.2,8.9,91,17.1,1
11.57072595,0.873108325,2.066199942,0.906556754,22.88320454,8.766889528,107.7609847,49.75900338,235.9167215,53.93880547,464.3106437,90.74861369,1
7.29,1.25,3.84,0.11,23.1,9.1,102,38.8,153.1,36.4,301.1,55.9,0
11,5.53,7.11,1.17,29.8,9.39,99.4,33.7,151.2,32.5,284,49.6,1
8.04,3.28,7.49,0.63,42.7,19.5,222,77.9,333,74.5,735,113,1
4.91,1.63,4.46,0.48,43.7,19.1,282,116.7,587,119,1082,213,1
19,6.2,9.91,0.72,42.2,13.9,142.7,48.4,208.7,43.3,389,65.4,1
12.83,1.84,2.94,0.83,15.43,5.25,66.49,27.19,136.7,30.97,309.9,70.66,1
12,0.2,0.75,0.32,4.5,1.85,21.6,8.5,45.1,11.8,132,27.5,1
12.80002247,1.227284007,6.385293797,0.165001158,62.01747014,24.50234102,323.5725535,128.3714739,569.0742646,112.6529972,980.7745184,189.4378357,0
16.53,1.3,4.64,0.64,30.28,11.24,148.63,59.93,279,58.7,558.89,111.17,1
6.513298454,0.660387449,2.476123042,0.190432683,19.24084224,7.962003262,100.6394204,42.08930666,176.783463,42.86394015,357.7829352,72.69738689,0
1.36,1.14,1.58,0.1,3.85,0.9,7.5,2.81,13.6,2.74,28.3,4.88,0
30.42232868,1.216040517,3.302871606,1.302616673,24.22672815,9.603101731,132.8158695,54.25120866,284.4182625,64.70289337,670.0272099,127.0008697,1
2.66,4.17,9.02,0.335,54.2,19.7,263,97.6,457,95.4,826,143.1,0
0.73,1.29,6.08,0.106,39.9,12.74,132.4,36.6,135.4,22.7,180,29.2,0
10.13279963,0.537640773,1.958617573,0.125606807,13.32348265,5.307997357,73.10588251,29.87431725,146.05864,32.24950434,305.8687357,62.5412097,0
52.5,1.33,3.98,1.33,18.4,5.75,70.3,26.33,133.4,29.34,288.7,67.4,1
1.124,2.36,6.21,0.309,36.8,11.5,128,42.5,167,31.9,267,50.2,0
14.06,1.83,1.58,0.22,9.09,3.82,54.94,23.26,117.09,27.24,277.7,59.95,1
0.87,1.48,7.94,0.092,41.97,12.02,92.3,21.93,69.32,13.28,124.13,22.0545,0
14.42507178,1.096700734,3.406084621,0.187836331,21.05887276,7.678602835,96.77365027,35.12494761,164.7114033,35.05673491,357.5950666,64.40362674,0
16.44129638,0.994357678,2.633636506,0.085576614,16.86679451,6.031885373,75.82897765,27.50955119,131.3799297,28.0226373,304.975205,52.71190677,0
9.28,0.38,0.81,0.208,4.56,1.719,24.62,10.6,58.6,15.58,168.3,36.56,1
1.57,2.06,4.82,0.129,34.7,11.86,150,58.8,280,55.6,495,97.2,0
4.95,3.59,8.37,0.27,48.6,17.1,217,77.8,354,71.9,681,109,0
6.43,3.96,5.7,0.42,26.2,7.71,83.3,28.2,122,24.6,241,41.3,0
4.34,1.86,5.51,1.12,23,6,69,22,100,20,238,34,0
1.541,1.45,4.31,0.102,25.61,9.74,123.54,46.73,199.46,45.94,481.59,90.857,0
8.5,1.65,3.92,0.22,28.99,11.85,160.22,62.61,282.38,64.21,616.98,102.6,1
22,1,2,0.5,15,6,73,32,164,38,370,76,1
20.69,1.94,4.1,1.92,19.19,6.23,69.42,24.97,108.5,23.44,229.98,42.19,1
8.32,7.42,15.1,1.4,62.3,22.9,282,113,497,117,1156,208,1
51.10823503,0.932234229,4.491581951,1.088046335,27.83204786,11.68874596,156.8676527,57.32758793,312.3376347,60.06640462,578.2072302,110.366839,1
0.79,0.84,3.5,0.09,26.6,10.59,150.1,57.9,290,60.4,533,109.4,0
9.54,1.09,3.12,0.419,20.4,7.25,101.3,38.3,187.2,41,373.5,66.2,1
13.94132849,1.051827669,3.597976564,0.297908045,24.66873705,10.03808578,129.951937,52.34504301,242.492786,52.07762276,473.5770419,93.52680443,0
18.69,2.18,7.32,2.17,43,16,233,84,418,84,964,152,0
25.67,0.87,2.43,0.555,13,5.04,76.2,31.9,170.7,42.77,430.4,87.2,1
12.8,0.9,2.68,0.3,19.5,8.04,110,49,233,57,484,112.2,1
20.4,22.6,36.9,2.9,106.3,17.04,93.9,14.62,37.3,4.94,35.3,5.72,0
8.070706902,4.548937737,7.995018845,0.919894278,41.93504353,14.08050588,180.2104295,64.81697119,305.5090649,59.95197408,534.5981316,91.44235917,0
42.03,1.33,2.75,0.36,14.45,5.58,78.63,30.93,154.44,39.53,476.6,77.02,1
17.43524426,2.49770725,3.212383996,0.417342919,16.08694073,5.261011062,64.93509631,25.04470009,116.4272969,25.14918003,236.2993079,48.43234316,1
4.07,3.42,10.28,0.253,42.1,11.58,107,28.5,103,18.29,135.9,23.1,0
6.89,12.6,19.8,0.81,53.3,10.2,74.8,16,45.9,5.68,45.6,5.55,0
12.23811961,0.820335508,2.269375671,0.290455493,12.36759043,4.591664093,59.57591859,25.64215348,130.5706455,30.75522586,303.6368138,66.21994324,1
39.11221821,3.07575321,5.454360395,0.736936394,34.55569426,12.41210244,146.9630278,58.77125081,241.7773135,54.69444014,476.3788076,92.35542337,0
38,0.71,1.6,0.69,9.4,3.58,42,17.2,86.4,22.4,254,52.2,1
32.03185395,13.15788597,22.03361964,2.029416446,101.1740701,29.6400817,311.7144285,105.3490132,432.5945706,87.21089418,793.5388329,130.7140668,1
12,4.37,6.72,1.06,26.1,7.99,90.5,31.9,130.3,27,264,42.2,1
6.66,1.89,1.45,0.06,12,4.29,51.8,19.1,99,20,177,37.4,0
3.27,2.85,7.76,0.5,50.19,18.81,206.72,69.2,293.45,59.61,531.96,93.94,0
40.9650736,0.964439552,3.040210482,0.854783584,36.84988831,14.59807308,184.9810645,78.93213428,387.2372652,85.79797664,745.9678349,138.0871561,1
8.79,2.61,5.09,0.737,23.06,7.96,94.36,34.57,148.48,34.53,361.88,70.952,1
15,0.3,2.79,1.87,19.1,6.9,86.3,33.4,147.7,37.7,456,92.9,1
9.33,1.95,4.85,1.06,32,13,191,70,376,77,881,144,0
2.538618442,1.991480114,4.304527058,0.236132743,29.75096717,10.95123705,130.4783101,51.38051172,233.3828982,47.13730266,409.3149992,81.5182688,0
41.49,1.27,173,0.94,12.88,5.11,61.85,26.54,137.01,36.1,403.84,89.23,1
5.987317463,2.005726258,4.965342007,0.291270828,24.98545692,9.523003063,123.8225672,50.4740636,248.3198851,57.02230195,548.6807527,108.6957655,0
10.8,0.4,0.8,0.6,8.7,3.8,55.7,25,128,31.5,323.9,72.3,1
62.79681233,4.240409869,8.612785981,2.725812761,43.11190555,13.6518243,154.4218811,54.31382486,231.8025901,47.74579594,439.8400516,90.14831654,1
11.83,1.6,1.89,0.683,9.84,3.63,48.89,21.44,114.59,29.13,338.7,69.97,1
10.88,1.53,2.87,1.14,23,9,143,55,282,62,721,116,0
15.04,1.32,11.72,0.27,14.7,5.44,70.64,29.12,142.64,32.3,311.05,64.85,1
53,2.36,5.81,3.29,38.3,12.88,139.7,50.2,222.5,48.4,467,93.7,1
20.12815558,10.76552278,6.558114431,10.38584542,22.17464647,6.305458154,68.92231855,25.6286696,112.4090862,23.77792773,215.0840585,41.37524143,1
28.64,0.97,1.36,0.624,6.64,2.62,36.56,16.98,96.14,26.48,328.43,77.7,1
8.12,0.06,1.62,1.18,13.6,7.93,117.6,57.07,314.31,80.61,835.51,187.92,1
27.21924486,1.827706316,3.910361206,0.388907092,19.90497235,6.865525701,79.0578914,28.2630553,129.8233486,25.40049179,277.4872769,46.6508891,0
3.2,1.2,3.1,0.1,23.3,9.2,123,46,220,48,413,81,0
45.4,5,0.9,1,16.7,7.5,87.5,45,210,46,526,101.8,1
1.058857803,1.340605755,5.491793664,0.212574783,44.59190085,20.06728281,242.7352136,74.16225215,330.5314737,54.90793909,450.9000097,71.15448085,0
36.7,2.05,5.41,0.151,60.3,18.1,298,128,648,127,1146,240,0
31.1,4.07,6.27,0.104,41.6,18.2,255,106,562,131,1149,209,0
5.73,3.62,7.28,0.08,43.4,15.2,190,68.2,310,62.8,588,93,0
9.52,6.09,8.3,0.68,63.00242149,20.34011032,238,81.73701687,365.0062115,83.02596858,868,165.2,0
9.497966934,0.631963639,1.671720259,0.590138506,15.21956602,5.758497615,71.51747654,30.0171538,146.7653519,34.9998785,312.4360214,61.12471445,1
1.315,1.56,4.48,0.166,27.77063859,9.409370524,131.9,41.05518637,189.9972529,44.65988821,430,86.4,0
40.6,2.13,5.69,2.59,41,16.7,212,92.8,425,108,884,206.9,1
1.2,2.74,7.13,0.341,40.4,13,140,45.5,177,33.5,276,51.7,0
2.664,3.91,13.91,0.133,70.05,20.63,150.71,28.19,69.66,11.69,108.25,18.7775,0
8.46,1.34,3.71,0.21,23.64,11.9,165.96,72.03,360.11,78.51,730.76,150.05,1
14.59,1.32,4.5,0.15,34.97,16.61,240.58,97.44,463.49,106.7,1047.88,188.61,1
13.04177551,4.006972825,5.194138967,1.478235388,28.06835898,8.593804321,110.7020393,37.11509739,174.4860047,33.87648925,362.4133842,60.49982314,1
5.37,3.27,6.18,0.33,35,12.6,153,55.9,242,48.5,410,79.1,1
10.16,11.73,27.2,0.68,87.7,17.68,138.7,33.3,109.8,18.2,136.1,22.76,0
22.36643918,3.543207899,14.0316201,0.980423333,82.38494822,33.83657148,391.0608621,173.4936912,702.3601409,183.8381333,1296.167624,342.0023535,0
1.511,3.99,6.71,0.31,30.71,10.7178005,116.5,42.06,184.1,37.38194088,339.6,69.87,0
1.406955384,1.28111015,3.704923033,0.153876046,32.44646383,14.59255842,212.1700764,82.55497663,456.4769522,89.16157938,839.7974569,157.1175209,0
1.246,1.52,4.18,0.104,30.9,13.01593933,191.6,79.1,371.4,76.12179017,717,141.6,0
24.1,2.33,5.77,1.34,28.9,9.84,122,46.3,201,43.2,412,80,0
35.04,2.13,5.24,2.78,31.62,10.87,145.31,58.01,286.28,67.28,730.91,135.56,1
5.18,3.81,12,0.83,82.6,29.9,366,127,549,110,1000,148,0
0.9,0.78,3.9,0.05,30.8,14.2,219,85,429,88,979,154,0
2.12,2.48,3.05,0.067,9.6,4.75,78,35.1,172,40.8,417,76.8,0
2.205,2.1,4.23,0.244,22.94,8.267028314,100.9,38.12,167.4,33.77873868,299.9,61.4,0
22.36,2.41,3.35,1.64,17.35,6.57,90.6,37.47,192.83,47.63,561.3,97.34,1
19,5.95,11.9,1.3,60.2,19.45,206.7,69.1,286.8,55.2,454,79.1,1
3.41,4.85,9.87,1.053,47.43,15.94,185.07,69.09,305.24,63.32,600.37,114.14,1
17.87,4.54,7.21,1.83,24.59,7.831734381,73.9,24.84,107.2,21.81463332,196.2,40.43,0
7.33,1.76,3.12,0.63,14.9,4.82,57.3,20.1,87.6,18.7,184,28.1,0
10,1.37,2.63,0.47,14,5.03,56.7,20,89.2,20,189,32.3,1
1.35,0.55,1.2,0.2,3.74,0.87,7.01,2.64,11,2.93,21.2,3.47,0
0.473,1.16,5.3,0.115,38.2,12.19,114.6,29.3,98.8,16.98,121.7,20.63,0
21.56,7.94,13.61,1.4,79.85,26.24,310.68,112.75,451.62,92.25,779.95,129.41,1
9.81,0.6,1.78,0.2,13.3,5.47,71.4,29,131,31.4,343,53.6,1
10.88994978,0.916220341,4.642509402,0.546027061,36.13906665,16.01460315,234.9909403,84.14149735,394.5157014,92.02213647,936.6449639,152.7977121,0
4.69,2.12,9.81,0.13,60,20.7,187.5,41.1,99.1,14.6,87.7,9.5,0
1.555274904,3.566843292,7.188886936,0.316707132,37.48302303,12.00911061,143.5166487,54.08320563,236.5148634,47.99422777,425.7124461,87.40556757,0
30.2572495,2.484227506,4.128760417,0.717059866,20.31628677,6.049316196,68.37681045,24.00904348,108.3620781,21.44866015,220.3289552,38.57000612,0
12.19,3.84,13.41,0.18,109.66,50.47,675.51,279.77,1336.71,285.36,2858.27,522.44,0
43.9,1.64,2.28,0.86,14.6,4.77,61.6,23.6,130,30.3,396,80.5,1
6.10585954,1.027432772,3.045733499,0.061126159,19.03887009,7.273558718,96.98886392,38.66781269,189.1681076,42.4013095,396.9684561,81.48297427,0
95.20533627,1.916105975,4.339561175,0.872721166,25.8126129,9.390111604,120.1552719,48.62217183,234.155177,52.64684082,524.0730408,111.8152464,1
76.63385826,0.854268694,1.50368883,0.505325428,10.83263495,4.569350748,72.16678027,36.57827176,228.9714588,64.44890637,773.9519716,197.701335,1
61.27964013,2.118215156,5.307758274,0.803329298,24.38437606,7.810644792,114.3382652,41.28628411,216.4451662,48.10449273,577.1307555,103.9982783,1
2.919930802,0.570670914,2.100221374,0.049105622,15.79069568,6.526867502,102.1157429,38.59572181,201.4001361,42.73411565,466.0164044,76.81739377,0
12.29,1.01,11.42,0.23,9.47,3.99,56.2,24.2,127.54,29.93,314.09,70.82,1
13.64720569,1.45603194,2.760928783,0.344083259,20.14566276,7.250792574,93.70255346,34.88228254,167.2323905,35.18943477,356.1781161,55.13627705,0
2.839,1.59,4.19,0.29,30.5,13.58,203.7,82,415.7,95,859,155.8,0
6.8,2.3,3.49,0.28,15.6,6.02,70.8,23.8,110,22.5,226,34.6,0
13.9,2.17,2.88,0.49,13.9,4.55,62.8,25.5,142,31.4,318,69,1
17.9,1.31,2.59,0.504,13.69,5.48,72.75,30.46,149.58,39.76,466.37,112.014,1
31.9,3.2,4.9,0.7,19.3,6,63.9,23.7,107.8,24.7,210.9,40.2,0
8.730178909,0.879339373,2.726345038,0.344569501,23.28879328,9.328735358,113.1018874,45.51910973,191.3809757,42.8075518,365.4539417,71.76838988,0
6.77,4.41,8.65,1.271,41.21,13.75,159.18,57.19,251.44,52.45,504.78,97.69,1
2.07,2,4.61,0.232,30.2,10.6,132.4,50.6,245,48.6,429,85.4,0
14.8,21.6,21.1,4.43,44.8,11,102,30.8,128,26.4,268,41.7,0
14.42,1.1,3.17,0.536,21.2,8.16,114.2,45,225.2,50.9,467,85.8,1
0.699,0.63,2.56,0.104,19.91,9.31,134,48.79,231.1,49.28,436.2,75.1,0
30.4,2.22,4.88,1.45,19.2,5.24,56.7,20,93,19,175,38.9,1
1.64,1.63,4.6,0.09,34.6,13,167,65.3,294,63.2,574,101,0
1.36,1.44,4.11,0.1,31.8,11.7,156,60.6,272,58.8,534,93.9,0
0.67,1.28,3.93,0.064,31.6,12.67,140.6,45.1,186.6,35,292,53,0
5.94,3.63,4.61,0.036,25.3,9.36,147,60.7,238,50.9,450,88.8,0
20.77652025,1.084528272,2.753075067,0.343941606,16.93606994,5.852096978,67.3986505,26.41501559,110.7105578,24.36177038,208.2980993,40.30740579,0
8.23,2.82,6.57,0.41,45.91,17.26,214,83.11,365.1,78.88,717.75,121.97,1
2.59,1.66,4.08,0.09,25.9,9.62,117,44.7,196,41.6,391,64.7,0
184,5.53,10.73,2.98,50.74,18.16,205.9,73.63,329.9,71.45,705,136.5,1
0.291,0.54,2.84,0.024,26.1,11.75,150.2,49.2,226,44,366,64.7,0
6.86,3.33,6.11,0.29,29.26,8.75,95,34.68,144,27.63,245,49.1,1
142.2006701,4.918569434,13.48699219,3.639662644,83.89879964,32.5836762,334.5438724,137.1910634,558.4585001,144.0055155,1106.407443,318.5919674,1
0.388,1.09,4.36,0.085,35.4,13.15,140,39.7,147.7,26.9,222,37.8,0
26.58,2.94,6.57,0.57,36.37,12.42,149.4,52.74,222.43,45.98,411.15,69.92,1
10.57,1.68,4.45,1.03,27.67,10.68,142.33,60.01,290,62.7,586.2,122.21,1
3.9,8.78,22.52,0.899,135.6,45.13,531.4,195.6,867,167.8,1498,284.7,0
8,0.75,1.65,0.28,7.2,2.42,28.9,10.2,48.6,11.8,128,27.5,1
4.27,1.08,3.22,0.105,23.3,7.79,121,49.7,190,38.9,398,71.3,0
1.877490714,0.745205203,3.589787606,0.097774968,39.32773259,22.83936157,345.6875222,143.3412399,686.8866885,160.4741323,1580,293.1197776,0
17.63,1.23,1.55,0.77,10.2,3.8,50.7,21.8,113,27.2,297,67.8,1
21.43,5.75,3.57,0.38,20.03,8.38,108.04,44.06,200.94,47.8,447.97,84.82,1
18,1.8,3.57,0.31,19.6,7.5,87.5,33.3,156,33,308,59.7,1
22.6,1.67,4.82,0.53,28,10.1,122,47.3,217,46.2,436,82.3,0
0.392,0.61,3.03,0.081,25.9,10.67,124.1,39.3,162.3,31.3,282,47.4,0
44.7985332,5.654667564,17.58623586,3.715367556,119.0951309,39.31706398,469.9469205,132.7474206,464.9437659,82.03605423,673.3025264,95.53152678,0
1.55,3.2,8.24,0.332,45.3,14.3,161.1,55.6,242,45.2,388,75.6,0
1.17,0.43,2.08,0.147,20.9,11.63,195.3,84.5,466,102.9,960,199.6,0
15.5,2.14,5.66,1.82,38,15,208,76,386,81,911,142,0
14.27177145,4.085487843,4.436091154,0.711544495,12.65642601,2.764409646,25.63741949,8.399788445,40.11255945,9.257700765,98.62354559,20.76069743,0
1.78,1.46,2.34,0.57,16.23,9.67,150.3,68.83,357.4,84,863.3,160.1,0
49,1.65,2.94,0.84,14.1,4.35,59.4,25.1,143.3,35.3,386,100.8,1
16.48,3.28,8.22,0.28,41.2,14.6,179.9,67.7,279.6,62.4,539.6,91.4,0
1.45,2.31,6.6,0.15,46.4,17.5,222,86.1,378,79.5,740,126,0
40.45980152,0.728450033,2.959033108,0.801795292,22.37918276,9.330653287,127.6781182,50.66086188,275.005732,58.74159483,587.1927144,109.9392383,1
9.546031191,0.83214659,2.885822379,0.246981806,21.2953841,8.60539718,105.8949495,43.1057869,181.3624316,43.39396927,358.3483936,73.30472531,0
11.4,0.75,1.8,0.34,15.4,6.3,91,38,200,46,485,103,0
1.696911324,0.556771661,3.13756671,0.478388706,27.2925139,12.98467985,172.4690993,59.77897834,308.289295,61.27267834,573.7065281,95.0804737,0
0.64,1.34,3.2,0.26,14.3,4.8,53.4,17.3,76.3,17.9,189,29.1,0
4.43,3.24,9.46,0.87,68.5,23.07,245.9,79.2,331,58.9,523,91.7,0
10.65498417,0.964738482,2.736289835,0.469488926,16.81067572,6.874270138,87.09058904,37.22987957,166.8839198,42.66552679,389.8861375,84.54834064,0
10.51,0.67,1.16,0.38,7.52,2.82,40.09,17.23,88.36,21.89,229.8,55.1,1
8.07,2.39,6.49,0.26,33.9,12.3,149,56.9,264,62.6,629,127,1
33.11794852,2.48655311,7.04954079,1.436110527,50.7058762,19.62331701,284.5936587,107.1400664,495.1065797,107.7002462,1053.575705,175.0747613,0
1.776,1.195,4.1,0.087,27.85,12.26,159.06,58.67,249.48,57.76,599.36,111.476,0
3.5,3,7.8,0.2,43.2,14.8,195.3,60.9,313.2,63.8,694,76.2,0
1.446,1.573,4.36,0.089,28.46,11.84,153.41,56.92,250.05,59.64,640.74,117.1165,0
55.7,1.32,3.59,1.09,15.2,4.17,56.4,21.1,110,25.2,321,67.6,1
6.19,3.96,8.03,0.75,33.47,9.13,95.9,32.6,131.5,26.6,235,45,0
71.5,3.14,7.19,2.06,44.7,16.4,195,79.1,342,81,639,148.2,1
1.175,1.09,4.12,0.108,37.29,17.49,238.51,96.19,421.36,91.17,802.14,126.29,0
32.5,1.38,2.87,0.93,15.2,5.15,70.1,27.3,131.0825568,30.91147942,375,77,1
10.38300025,1.118655996,2.825051113,0.290999085,15.11097132,5.927642199,78.62614204,30.53198428,147.9840621,30.73078372,288.9937188,53.83677346,0
13,0.17,0.96,0.25,4.9,1.9,23.9,9.5,50.4,13.2,157,34.3,1
10.91244023,2.316548134,4.52731448,0.599558268,27.69300959,9.367248939,123.8971379,46.09483481,225.7316013,46.47917376,452.3769945,73.95311534,0
21.38038066,2.465745657,10.59357606,0.68702223,69.77703126,27.35262011,335.8374039,147.5760381,610.5330247,156.2831191,1130.356465,302.989408,0
8.56,0.92,2.41,0.45,19.93,8.06,105.01,41.37,186.07,45.98,519.29,100.28,1
2.86,2.89,3.7,0.074,17,6.1,90.1,40,156,33.8,358,70.7,0
27.96,2.02,6.86,0.38,35.03,12.64,172.97,71.43,326.79,75.28,740.97,140.13,1
12,0.74,1.4,0.28,8.4,3.03,34.6,12.8,58.5,13.9,133,24.7,1
1.67,0.92,2.05,0.06,14,5.2,67.6,24.8,116,24.7,240,39.2,0
143,4.11,9.17,1.84,41.1,14.2,162,60,264,56.9,516,106,1
22.1,5.88,12.3,0.52,57.6,19.7,222,75,293,66.4,685,119,1
195.3430739,6.183497227,11.60904283,5.777304298,71.97551475,29.25018271,353.1732792,166.9338123,768.6950709,217.0396125,1843.366954,519.0696933,1
17,1.4,4.1,0.34,34.7,14.2,199,85,419,94,971,193,0
3.356859406,1.717927837,9.829110611,1.06893539,91.87842145,35.39215855,365.3790335,102.2305932,420.5642417,72.50649198,624.1561982,95.65224352,0
21,8.55,11.33,0.69,45.9,15.04,156.4,53.4,228.1,47.4,425,71.3,1
8.6,0.64,1.6,0.31,11.9,5,70,31,165,39,434,93,1
97.38,1.79,7.3,1.57,32.51,13.01,175.48,70.36,367.07,85.32,936.19,171.25,1
17.2,5.6,7.5,1.4,21,4.3,34,9.6,48,13.8,156.7,32,0
1.244,1.29,3.83,0.067,28.46,12.0348081,171.8,71.5,348.3,73.1202975,699,145.7,0
11.44,4.34,5.75,1.75,22.85,7.83,91.84,34.25,150.8,36.34,394.54,86.17466667,1
10.93837432,15.84775353,23.20907979,1.161146587,108.8283925,32.14478881,337.9040935,115.1127293,467.5095377,88.049604,727.6542155,135.427697,0
2.51,0.49,1.2,0.06,7.42,2.41,29.7,11.1,49.7,9.93,90.5,18.2,1
10.02396465,1.138713338,2.11038521,0.325732757,13.73353624,5.320615073,72.35894625,29.25712749,146.0751686,29.72243869,282.8236746,56.65464053,0
16.74943963,1.069984808,1.835945671,0.689822021,11.22193436,4.073016373,56.11614981,23.13824456,123.84107,30.04437912,331.9244321,65.03829446,1
3.12,5.26,10.98,0.434,52.4,16.58,192.3,70.4,315.6,67.6,614,122.5,0
12,2.2,4.7,0.84,21.7,7.6,80.2,27.4,124,27,247,43,1
1.53,3.25,10.51,0.189,70.2,22.9,255.6,81.3,341,62.3,506,86.6,0
11.17,1.76,5.16,0.27,45.19,17.9,248,98.25,445.43,97.5,968.24,156.01,1
75.04744293,1.784610073,4.043256596,1.273953444,24.10808345,8.085828698,105.2657505,39.6693974,188.3177402,39.62828017,426.5217052,74.43404446,1
31.94,1.29,3.91,1.95,29.01,11.37,160.93,70.86,369.28,90.24,923.61,204.43,1
20.77,3.22,5.35,0.82,36.89,13.47,167.18,66.57,297.78,60.8,559.51,111.69,1
1.55,2.08,5.32,0.01,41.5,20.1,275,111,492,112,1029,150,0
5.52,2.52,4.22,0.2,22.2,7.48,96.4,35.6,172,36.3,371,66.4,0
2.68,1.1,3.5,0.15,23.12,8.88,119.79,41.93,187.06,39.52,353.81,69.17,0
3.58,1.56,4.61,0.24,26.96,10.15,122.04,43.67,188.33,39.58,356.5,65.14,0
20.25,1.55,2.79,0.48,17.06,6.44,86.95,37.18,185.3,42.26,425.2,95.47,1
37.93,1.63,2.72,0.811,11.6,3.69,42.12,16.11,77.4,19.4,227.37,51.47,1
1.88,1.24,4.9,0.31,43.2,20,303,125,622,128,1120,217,0
6.13,3.22,8.02,0.918,44.4,17,200.16,73.55,321.96,66.79,624.03,116.5,1
11.74,1.48,3.59,0.22,24.88,10.99,150.96,59.54,282.47,61.98,609.66,103.64,1
18,5.04,7.52,2.55,30.7,9.63,119,43.7,200.108915,44.37742437,527,102,1
21.91,3.48,6.5,1.73,34.1,11.07,144.8,54.8,277.6,63.9,615,121.1,1
0.73,0.85,3.38,0.06,30.08,14.13,212.3,86.78,432.1,94.76,852.9,163.2,0
10.6,3.63,6.98,1.98,36.59,10.52,113.2,36.56,149.16,29.07,259.88,48.18,0
2.98,3.88,7.05,0.43,39.9,14.6,206,78.5,412,85.5,828,160,0
11.7,10,8.19,1.83,62.1,26,282,106,470,106,1025,213,1
41.97,1.82,2.95,1.2,15.89,5.27,62.91,23.06,103.35,24.21,261.51,40.34,1
8.185348642,2.762653693,5.341091469,0.132073917,31.68724325,11.28663232,140.3002635,53.46402652,239.9803127,49.16423101,429.4583386,86.12062338,0
3.576099526,0.645737711,1.75048617,0.159926876,15.46996959,6.301807014,86.89633803,36.12145848,178.0538601,39.51021021,376.7436605,80.65956151,0
9.827369676,1.930437189,5.319792771,0.407450992,37.74510584,14.65196717,181.0596044,69.47368681,310.8196473,66.42021937,618.1551003,112.171151,0
51.95614366,2.583877036,6.461248446,0.960366766,33.11449396,11.01590841,142.7127712,48.9488867,228.1401582,45.19318526,481.5693338,77.76480502,1
3.817918659,0.911175145,2.705076079,0.066732925,17.96317504,7.162136059,91.45219743,36.57371918,170.722325,36.11828656,325.4002788,65.39911353,0
47.16,3.84,7.52,1.29,40.8,15.24,184.24,70.24,314.88,67.24,597.63,102.49,0
15.84,4.49,7.04,1.455,27,8.716545081,84.5,29.2,125.7,25.95428964,238,48.8,0
4.92,5.01,9.88,2,42,10,108,30,126,22,230,34,0
22.26,2.75,4.2,1.66,14.49,4.55,47.39,16.74,76.28,17.72,189.08,37.52,1
18.93886791,2.091366118,3.651278828,0.558834118,18.14530888,6.213396583,72.32264678,26.11483369,121.3728204,24.012772,261.0377876,44.71260373,0
9,2.32,1.37,0.26,4.9,1.46,24.5,9.1,43.1,10.8,153,22.9,1
34.08106765,0.993154503,1.6237249,0.499874526,10.71060771,4.441436965,64.43194541,25.17901927,139.8235075,32.58607456,396.2002759,73.67171906,1
40,2.94,6.61,1.26,34.8,14.37,164.1,62.6,300.4,72.2,740,130,1
0.47,1.48,5.76,0.145,45.3,15.42,155,41.9,160,27.5,215,33,0
2.31,1.92,4.25,0.393,34.89,13.76,180.01,69.4,303.85,63.18,583.16,94.36,0
0.69,0.8,3.12,0.09,25.9,11.8,163,65.7,313,70.3,647,113,0
1.55,1.7,4.89,0.15,28.7,9.3,112,41,183,35,301,58.3,0
15.2,0.46,2.47,1.32,14,5.3,68,26.2,117.7,30.7,377,80.4,1
2.1,1.9,6.1,0.2,38.5,14.3,197.6,61.7,330,68.8,727.7,86.9,0
7.91,8.98,16.9,2.03,66.7,33,302,158,656,167,1433,259,1
0.95,0.89,3.22,0.065,22.6,10.1,139,58,265,58,557,101,0
2.9,2.48,6.31,0.33,34.9,11.7,142,51.9,216,46.2,418,67.9,0
13.3743089,0.256250018,1.043869745,0.458618456,7.442605146,3.065440602,45.89539937,20.09821627,123.8661019,28.43637429,318.6994774,66.40806712,1
38,2.23,3.74,1.15,18.7,6.03,73.4,28.4,141,35,393,68.5,0
16.9,4.1,2.6,0.4,7.6,2.6,35.9,14.7,79.8,19,202.3,44.3,0
2.85,3.29,8.07,0.128,57.88,27.25,319.82,104.39,400.21,75.35,628.94,93.63,0
2.23,1.93,1.55,0.36,5.1,1.5,14.2,5.65,24.3,5.1,47.5,7.52,0
47.24,7.95,13.29,5.53,68.03,21.53,256.3,97.52,431.4,89.79,833.9,174,1
1.62,2.56,9.5,0.551,76.1,32.4,399,135,583,115,956,178,0
0.41,1.13,4.12,0.1,32.32,13.62,181.8,67.29,309.7,67.82,635.5,120.7,0
42.59,0.99,1.49,0.39,6.56,2.07,27.96,12.1,64.02,19.29,274.93,54.79,1
85,1.61,3.29,0.86,22.2,8.39,99.8,40.5,211.1,52.2,550,127,1
0.42,0.29,1.87,0.0531,17.5,10.2,158,70,347,80,794,150,0
20.3,3.9,7.67,0.76,37.7,12.9,150,55.1,266,56,604,110,0
2.7,1.9,5.9,0.2,34,12.2,173.2,53.2,244.4,57.6,600.4,67.5,0
9,4.21,2.35,0.39,12.7,2.9,43.8,14.8,70,16.1,185,28,1
